investSessionId,userId,sex,age,chapterId,avgNotKeep,click,avgCashRatio,avgStayTime,highBuyRatio,lowBuyRatio,midBuyRatio,highSellRatio,lowSellRatio,midSellRatio,tagTrunDuraion,betMidShares,betHighShares,betBuyRatio,betSellRatio,investPro
session_0723,user_127,F,7,chapter_1,4,6,0.42,25.71,0.19,0.35,0.34,0.28,0.32,0.35,26.29,3,1,0.24,0.21,위험중립형
session_0724,user_127,F,7,chapter_2,5,10,0.15,29.44,0.5,0.17,0.28,0.37,0.2,0.29,28.87,4,3,0.3,0.32,적극투자형
session_0725,user_127,F,7,chapter_2,5,12,0.03,31.27,0.74,0.04,0.15,0.66,0.08,0.24,33.97,3,3,0.59,0.5,공격투자형
session_0726,user_127,F,7,chapter_4,2,1,0.87,18.54,0.05,0.77,0.07,0.07,0.76,0.17,19.77,1,0,0.07,0.09,안정형
session_0727,user_127,F,7,chapter_4,3,5,0.51,21.92,0.08,0.56,0.24,0.14,0.52,0.21,16.11,1,1,0.17,0.15,안정추구형
session_0728,user_128,F,7,chapter_1,3,5,0.46,26.18,0.16,0.4,0.32,0.23,0.34,0.3,20.65,3,2,0.25,0.26,위험중립형
session_0729,user_128,F,7,chapter_1,5,6,0.14,33.29,0.34,0.28,0.27,0.5,0.14,0.38,31.53,4,3,0.34,0.38,적극투자형
session_0730,user_128,F,7,chapter_1,5,10,0.07,37.24,0.77,0.03,0.21,0.69,0.03,0.22,32.89,4,5,0.59,0.56,공격투자형
session_0731,user_128,F,7,chapter_2,2,3,0.94,12.81,0.01,0.76,0.1,0.08,0.79,0.15,12.81,1,0,0.06,0.02,안정형
session_0732,user_129,M,7,chapter_1,3,5,0.6,17.42,0.14,0.52,0.23,0.12,0.53,0.24,18.13,1,0,0.15,0.14,안정추구형
session_0733,user_129,M,7,chapter_3,3,5,0.39,26.64,0.15,0.35,0.36,0.27,0.35,0.45,25.47,3,1,0.2,0.27,위험중립형
session_0734,user_129,M,7,chapter_4,4,6,0.2,34.79,0.36,0.18,0.22,0.42,0.27,0.25,32.11,4,3,0.31,0.36,적극투자형
session_0735,user_129,M,7,chapter_2,6,10,0.06,39.25,0.61,0.02,0.15,0.59,0.04,0.13,31.69,3,5,0.48,0.46,공격투자형
session_0736,user_129,M,7,chapter_2,2,1,0.86,16.1,0.05,0.88,0.11,0.07,0.84,0.16,15.44,0,0,0.0,0.09,안정형
session_0737,user_130,F,9,chapter_3,2,6,0.58,18.48,0.14,0.63,0.3,0.16,0.63,0.24,17.1,1,0,0.2,0.11,안정추구형
session_0738,user_130,F,9,chapter_3,4,4,0.41,24.72,0.27,0.32,0.49,0.24,0.47,0.34,24.14,3,1,0.2,0.27,위험중립형
session_0739,user_130,F,9,chapter_3,4,9,0.12,25.35,0.43,0.15,0.27,0.47,0.13,0.37,31.8,3,2,0.35,0.33,적극투자형
session_0740,user_130,F,9,chapter_4,5,8,0.03,36.96,0.74,0.09,0.22,0.67,0.07,0.29,35.84,5,3,0.59,0.42,공격투자형
session_0741,user_130,F,9,chapter_2,2,3,0.94,16.65,0.01,0.84,0.09,0.08,0.74,0.15,12.63,1,0,0.07,0.03,안정형
session_0742,user_130,F,9,chapter_1,2,4,0.62,23.23,0.09,0.69,0.25,0.18,0.52,0.29,16.11,1,0,0.12,0.15,안정추구형
session_0743,user_130,F,9,chapter_1,4,8,0.48,22.62,0.16,0.48,0.47,0.24,0.37,0.35,22.8,3,2,0.21,0.29,위험중립형
session_0744,user_130,F,9,chapter_2,5,10,0.29,28.89,0.4,0.23,0.4,0.43,0.28,0.37,25.93,4,3,0.38,0.34,적극투자형
session_0745,user_130,F,9,chapter_1,5,8,0.1,35.31,0.7,0.08,0.1,0.72,0.02,0.13,32.79,4,5,0.59,0.49,공격투자형
session_0746,user_130,F,9,chapter_2,1,4,0.82,19.84,0.01,0.71,0.08,0.09,0.85,0.12,10.91,1,0,0.06,0.1,안정형
session_0747,user_131,M,8,chapter_2,2,5,0.63,23.36,0.07,0.54,0.21,0.17,0.7,0.3,23.22,1,1,0.15,0.2,안정추구형
session_0748,user_131,M,8,chapter_3,4,4,0.36,22.85,0.25,0.48,0.45,0.22,0.36,0.37,21.37,3,2,0.21,0.27,위험중립형
session_0749,user_131,M,8,chapter_4,5,7,0.25,31.83,0.5,0.16,0.38,0.49,0.27,0.23,31.16,4,2,0.37,0.31,적극투자형
session_0750,user_131,M,8,chapter_2,5,10,0.09,30.3,0.73,0.09,0.11,0.72,0.07,0.18,31.19,4,4,0.6,0.43,공격투자형
session_0751,user_131,M,8,chapter_2,2,3,0.92,15.82,0.02,0.71,0.05,0.09,0.88,0.12,11.84,0,0,0.06,0.04,안정형
session_0752,user_132,M,8,chapter_3,2,2,0.51,19.66,0.08,0.68,0.19,0.18,0.65,0.24,21.27,1,1,0.16,0.2,안정추구형
session_0753,user_132,M,8,chapter_4,3,4,0.42,28.64,0.23,0.43,0.47,0.25,0.44,0.4,24.55,3,1,0.21,0.2,위험중립형
session_0754,user_132,M,8,chapter_4,4,8,0.18,31.27,0.48,0.15,0.34,0.36,0.18,0.22,29.81,2,3,0.31,0.38,적극투자형
session_0755,user_132,M,8,chapter_4,5,10,0.01,34.07,0.57,0.09,0.22,0.59,0.09,0.28,33.63,3,5,0.54,0.47,공격투자형
session_0756,user_132,M,8,chapter_1,1,1,0.87,15.79,0.03,0.79,0.08,0.08,0.78,0.19,16.79,0,0,0.02,0.04,안정형
session_0757,user_132,M,8,chapter_2,3,6,0.56,20.81,0.12,0.63,0.24,0.11,0.67,0.26,23.45,1,1,0.13,0.13,안정추구형
session_0758,user_132,M,8,chapter_3,3,5,0.35,22.19,0.19,0.42,0.42,0.26,0.4,0.35,20.36,3,2,0.29,0.23,위험중립형
session_0759,user_132,M,8,chapter_1,4,9,0.29,28.23,0.5,0.19,0.37,0.45,0.24,0.32,25.23,2,3,0.34,0.33,적극투자형
session_0760,user_132,M,8,chapter_2,5,10,0.03,38.77,0.72,0.05,0.28,0.51,0.04,0.11,36.45,4,4,0.52,0.52,공격투자형
session_0761,user_132,M,8,chapter_3,2,3,0.82,13.23,0.03,0.81,0.08,0.07,0.71,0.17,19.11,1,0,0.01,0.06,안정형
session_0762,user_133,M,8,chapter_1,3,2,0.59,17.03,0.15,0.62,0.18,0.11,0.7,0.22,24.88,2,1,0.1,0.15,안정추구형
session_0763,user_133,M,8,chapter_2,4,7,0.31,23.03,0.29,0.43,0.33,0.23,0.49,0.43,20.99,2,2,0.22,0.3,위험중립형
session_0764,user_133,M,8,chapter_2,4,7,0.26,28.97,0.39,0.12,0.33,0.41,0.15,0.29,26.05,3,2,0.35,0.39,적극투자형
session_0765,user_133,M,8,chapter_2,6,11,0.04,39.48,0.67,0.02,0.29,0.65,0.03,0.27,35.76,4,4,0.57,0.57,공격투자형
session_0766,user_133,M,8,chapter_1,1,1,0.76,15.55,0.0,0.89,0.05,0.05,0.78,0.16,11.74,0,0,0.04,0.05,안정형
session_0767,user_133,M,8,chapter_2,3,3,0.55,17.06,0.06,0.5,0.24,0.18,0.7,0.2,18.73,1,0,0.18,0.14,안정추구형
session_0768,user_134,F,7,chapter_2,4,8,0.48,23.49,0.19,0.42,0.32,0.25,0.48,0.38,20.81,2,1,0.27,0.3,위험중립형
session_0769,user_134,F,7,chapter_1,5,8,0.16,34.66,0.42,0.21,0.24,0.46,0.25,0.37,32.24,2,2,0.39,0.39,적극투자형
session_0770,user_134,F,7,chapter_2,5,11,0.08,30.52,0.73,0.03,0.29,0.61,0.05,0.2,35.41,3,4,0.44,0.52,공격투자형
session_0771,user_135,F,7,chapter_4,2,3,0.72,10.25,0.03,0.75,0.11,0.06,0.74,0.11,12.02,1,0,0.01,0.04,안정형
session_0772,user_135,F,7,chapter_3,3,2,0.56,18.92,0.08,0.66,0.25,0.14,0.65,0.22,17.6,1,1,0.16,0.19,안정추구형
session_0773,user_136,F,8,chapter_2,4,5,0.31,26.92,0.23,0.45,0.32,0.24,0.31,0.4,26.41,3,1,0.29,0.24,위험중립형
session_0774,user_137,F,8,chapter_3,4,10,0.24,32.02,0.32,0.16,0.37,0.42,0.18,0.31,28.56,2,2,0.33,0.31,적극투자형
session_0775,user_137,F,8,chapter_2,6,10,0.07,35.48,0.6,0.06,0.25,0.57,0.1,0.1,36.93,4,4,0.59,0.43,공격투자형
session_0776,user_138,F,9,chapter_2,1,1,0.94,14.0,0.03,0.86,0.1,0.06,0.88,0.11,19.74,1,0,0.06,0.1,안정형
session_0777,user_138,F,9,chapter_2,3,2,0.69,21.95,0.14,0.7,0.15,0.11,0.59,0.22,18.12,2,1,0.17,0.17,안정추구형
session_0778,user_138,F,9,chapter_2,3,7,0.41,26.51,0.15,0.33,0.31,0.21,0.36,0.31,25.1,3,2,0.29,0.29,위험중립형
session_0779,user_138,F,9,chapter_4,4,8,0.16,30.6,0.42,0.1,0.23,0.31,0.28,0.23,32.65,2,2,0.37,0.38,적극투자형
session_0780,user_138,F,9,chapter_3,5,12,0.03,30.94,0.54,0.02,0.12,0.56,0.09,0.17,34.77,5,4,0.55,0.41,공격투자형
session_0781,user_138,F,9,chapter_3,2,4,0.8,17.9,0.03,0.71,0.11,0.08,0.76,0.13,12.2,1,0,0.02,0.03,안정형
session_0782,user_138,F,9,chapter_2,2,4,0.67,21.03,0.14,0.56,0.26,0.14,0.54,0.25,15.69,2,0,0.16,0.16,안정추구형
session_0783,user_139,F,8,chapter_3,4,5,0.36,29.91,0.18,0.39,0.38,0.3,0.5,0.39,27.68,3,2,0.21,0.24,위험중립형
session_0784,user_139,F,8,chapter_2,5,8,0.29,25.58,0.5,0.16,0.22,0.34,0.22,0.21,31.98,4,3,0.39,0.39,적극투자형
session_0785,user_140,M,8,chapter_4,6,10,0.1,35.04,0.74,0.07,0.18,0.74,0.02,0.25,34.74,2,3,0.41,0.47,공격투자형
session_0786,user_140,M,8,chapter_2,2,3,0.8,12.47,0.03,0.78,0.06,0.05,0.9,0.16,17.15,0,0,0.06,0.0,안정형
session_0787,user_140,M,8,chapter_2,2,3,0.66,24.13,0.14,0.57,0.2,0.11,0.55,0.29,15.73,2,1,0.19,0.17,안정추구형
session_0788,user_140,M,8,chapter_3,4,8,0.36,23.49,0.28,0.32,0.35,0.23,0.32,0.35,20.42,3,1,0.23,0.22,위험중립형
session_0789,user_140,M,8,chapter_1,4,8,0.11,26.12,0.44,0.27,0.38,0.3,0.13,0.24,34.56,3,3,0.31,0.36,적극투자형
session_0790,user_140,M,8,chapter_2,6,12,0.04,33.59,0.75,0.02,0.16,0.68,0.02,0.27,30.62,2,5,0.57,0.6,공격투자형
session_0791,user_140,M,8,chapter_1,1,2,0.81,17.71,0.01,0.91,0.11,0.1,0.83,0.12,19.82,0,0,0.08,0.02,안정형
session_0792,user_140,M,8,chapter_4,2,3,0.53,19.97,0.06,0.53,0.29,0.18,0.58,0.29,21.06,1,0,0.16,0.15,안정추구형
session_0793,user_140,M,8,chapter_1,4,8,0.41,21.11,0.25,0.38,0.35,0.27,0.42,0.36,25.26,2,1,0.25,0.26,위험중립형
session_0794,user_141,F,7,chapter_2,5,9,0.11,30.63,0.49,0.11,0.38,0.3,0.16,0.23,30.36,2,3,0.38,0.38,적극투자형
session_0795,user_141,F,7,chapter_2,6,10,0.05,32.17,0.66,0.07,0.13,0.68,0.09,0.26,33.72,2,3,0.45,0.52,공격투자형
session_0796,user_141,F,7,chapter_4,2,3,0.73,18.89,0.04,0.74,0.14,0.09,0.83,0.18,15.37,0,0,0.01,0.08,안정형
session_0797,user_141,F,7,chapter_1,2,3,0.62,16.76,0.06,0.62,0.23,0.18,0.61,0.26,15.6,1,1,0.15,0.13,안정추구형
session_0798,user_141,F,7,chapter_3,4,8,0.48,27.02,0.27,0.5,0.36,0.28,0.35,0.49,25.89,2,2,0.26,0.23,위험중립형
session_0799,user_141,F,7,chapter_2,4,6,0.16,33.73,0.31,0.26,0.29,0.46,0.3,0.31,33.73,4,2,0.32,0.32,적극투자형
session_0800,user_141,F,7,chapter_1,6,11,0.02,31.18,0.73,0.05,0.21,0.68,0.03,0.21,38.99,5,5,0.47,0.48,공격투자형
session_0801,user_142,M,7,chapter_1,1,4,0.93,17.61,0.03,0.85,0.07,0.06,0.72,0.19,10.93,0,0,0.03,0.02,안정형
session_0802,user_142,M,7,chapter_1,3,5,0.67,16.63,0.07,0.64,0.29,0.13,0.65,0.29,19.74,1,0,0.14,0.16,안정추구형
session_0803,user_143,F,7,chapter_1,4,6,0.37,27.41,0.19,0.41,0.3,0.29,0.44,0.47,21.87,3,1,0.29,0.3,위험중립형
session_0804,user_143,F,7,chapter_1,4,7,0.24,31.69,0.44,0.17,0.21,0.45,0.13,0.26,32.3,4,3,0.39,0.34,적극투자형
session_0805,user_143,F,7,chapter_1,5,8,0.04,33.03,0.55,0.06,0.2,0.55,0.08,0.27,30.52,2,5,0.49,0.59,공격투자형
session_0806,user_143,F,7,chapter_1,1,4,0.95,15.48,0.05,0.84,0.1,0.09,0.84,0.17,13.19,1,0,0.09,0.04,안정형
session_0807,user_143,F,7,chapter_4,3,5,0.61,16.5,0.15,0.61,0.19,0.1,0.61,0.27,23.91,2,1,0.19,0.15,안정추구형
session_0808,user_143,F,7,chapter_3,4,8,0.35,20.44,0.23,0.44,0.43,0.29,0.36,0.32,22.03,2,2,0.29,0.3,위험중립형
session_0809,user_143,F,7,chapter_4,5,6,0.14,25.19,0.44,0.19,0.22,0.37,0.12,0.36,32.8,3,3,0.35,0.4,적극투자형
session_0810,user_143,F,7,chapter_2,6,11,0.06,33.05,0.75,0.07,0.2,0.65,0.06,0.16,35.3,3,5,0.5,0.55,공격투자형
session_0811,user_143,F,7,chapter_4,1,3,0.76,19.05,0.05,0.82,0.05,0.09,0.92,0.18,13.27,1,0,0.03,0.06,안정형
session_0812,user_144,M,9,chapter_1,2,6,0.57,15.83,0.14,0.53,0.2,0.18,0.67,0.23,21.35,1,0,0.16,0.13,안정추구형
session_0813,user_144,M,9,chapter_1,4,8,0.36,22.61,0.16,0.34,0.42,0.23,0.31,0.4,28.58,3,2,0.28,0.24,위험중립형
session_0814,user_144,M,9,chapter_3,4,9,0.26,32.75,0.37,0.28,0.4,0.42,0.15,0.25,32.51,2,2,0.38,0.34,적극투자형
session_0815,user_144,M,9,chapter_1,6,12,0.07,38.25,0.59,0.04,0.13,0.74,0.09,0.12,37.46,2,5,0.59,0.52,공격투자형
session_0816,user_144,M,9,chapter_1,2,4,0.86,10.41,0.05,0.86,0.15,0.07,0.8,0.2,12.95,0,0,0.1,0.1,안정형
session_0817,user_144,M,9,chapter_2,2,6,0.51,22.12,0.08,0.67,0.23,0.12,0.55,0.3,19.51,2,1,0.17,0.11,안정추구형
session_0818,user_144,M,9,chapter_2,4,7,0.37,20.68,0.3,0.39,0.47,0.21,0.49,0.45,25.07,2,2,0.27,0.28,위험중립형
session_0819,user_144,M,9,chapter_1,5,7,0.15,29.4,0.38,0.21,0.22,0.49,0.21,0.32,28.65,2,3,0.39,0.33,적극투자형
session_0820,user_145,M,8,chapter_2,6,12,0.09,39.87,0.69,0.03,0.28,0.73,0.1,0.18,32.84,3,3,0.53,0.51,공격투자형
session_0821,user_145,M,8,chapter_4,1,3,0.74,16.62,0.04,0.86,0.07,0.08,0.75,0.14,12.2,1,0,0.01,0.07,안정형
session_0822,user_145,M,8,chapter_3,2,6,0.59,23.58,0.12,0.61,0.18,0.17,0.68,0.23,24.32,2,1,0.11,0.16,안정추구형
session_0823,user_146,M,8,chapter_4,3,4,0.33,25.48,0.27,0.48,0.37,0.22,0.32,0.36,29.25,3,1,0.26,0.29,위험중립형
session_0824,user_146,M,8,chapter_1,5,6,0.24,25.99,0.46,0.1,0.26,0.45,0.15,0.28,32.93,4,3,0.35,0.35,적극투자형
session_0825,user_146,M,8,chapter_4,6,12,0.09,31.67,0.75,0.06,0.2,0.74,0.04,0.28,37.73,3,5,0.45,0.48,공격투자형
session_0826,user_146,M,8,chapter_1,1,2,0.77,10.6,0.04,0.75,0.15,0.07,0.92,0.14,19.53,0,0,0.06,0.09,안정형
session_0827,user_146,M,8,chapter_4,3,6,0.61,17.39,0.07,0.67,0.21,0.18,0.66,0.2,17.69,1,0,0.2,0.2,안정추구형
session_0828,user_147,M,9,chapter_2,3,7,0.46,26.23,0.23,0.37,0.45,0.25,0.39,0.45,28.42,2,2,0.27,0.3,위험중립형
session_0829,user_147,M,9,chapter_2,4,7,0.24,25.91,0.39,0.19,0.26,0.49,0.17,0.38,33.21,3,2,0.39,0.37,적극투자형
session_0830,user_147,M,9,chapter_4,5,9,0.08,32.16,0.52,0.02,0.24,0.58,0.05,0.14,34.36,4,5,0.59,0.5,공격투자형
session_0831,user_147,M,9,chapter_1,2,4,0.84,12.85,0.04,0.84,0.07,0.06,0.75,0.11,17.0,1,0,0.0,0.03,안정형
session_0832,user_147,M,9,chapter_3,3,2,0.59,19.46,0.08,0.7,0.29,0.17,0.57,0.25,22.54,1,1,0.15,0.2,안정추구형
session_0833,user_147,M,9,chapter_3,3,5,0.32,26.89,0.26,0.46,0.34,0.25,0.39,0.45,20.75,3,2,0.29,0.21,위험중립형
session_0834,user_147,M,9,chapter_4,4,10,0.23,30.89,0.36,0.13,0.21,0.45,0.16,0.29,28.54,3,3,0.39,0.37,적극투자형
session_0835,user_147,M,9,chapter_3,6,9,0.07,38.84,0.6,0.01,0.2,0.77,0.02,0.26,33.89,3,5,0.54,0.47,공격투자형
session_0836,user_148,F,9,chapter_4,2,3,0.79,17.18,0.02,0.71,0.09,0.09,0.78,0.14,15.29,0,0,0.01,0.07,안정형
session_0837,user_148,F,9,chapter_3,3,3,0.56,19.55,0.09,0.58,0.17,0.14,0.53,0.26,22.15,2,0,0.16,0.17,안정추구형
session_0838,user_148,F,9,chapter_3,4,7,0.44,27.55,0.18,0.41,0.35,0.24,0.3,0.32,29.06,2,1,0.27,0.22,위험중립형
session_0839,user_148,F,9,chapter_4,5,7,0.26,33.16,0.43,0.17,0.31,0.38,0.19,0.23,33.53,3,2,0.38,0.32,적극투자형
session_0840,user_148,F,9,chapter_4,6,8,0.07,30.14,0.65,0.02,0.19,0.55,0.09,0.22,37.57,5,3,0.55,0.49,공격투자형
session_0841,user_148,F,9,chapter_2,2,4,0.93,10.02,0.03,0.92,0.09,0.08,0.74,0.13,16.76,0,0,0.03,0.02,안정형
session_0842,user_148,F,9,chapter_2,2,2,0.64,19.83,0.14,0.69,0.22,0.11,0.64,0.23,23.53,1,1,0.11,0.14,안정추구형
session_0843,user_148,F,9,chapter_2,4,4,0.34,25.74,0.29,0.4,0.31,0.21,0.39,0.4,23.55,3,1,0.24,0.29,위험중립형
session_0844,user_149,M,7,chapter_2,5,9,0.28,30.74,0.41,0.23,0.27,0.46,0.11,0.34,26.37,2,3,0.32,0.34,적극투자형
session_0845,user_149,M,7,chapter_3,6,9,0.03,34.44,0.64,0.02,0.16,0.62,0.04,0.3,37.03,2,3,0.49,0.45,공격투자형
session_0846,user_149,M,7,chapter_4,1,1,0.88,18.5,0.04,0.91,0.09,0.08,0.71,0.11,15.12,0,0,0.09,0.08,안정형
session_0847,user_149,M,7,chapter_2,3,5,0.6,17.82,0.1,0.51,0.16,0.19,0.68,0.2,16.04,2,1,0.1,0.12,안정추구형
session_0848,user_149,M,7,chapter_4,3,5,0.32,27.13,0.24,0.47,0.33,0.25,0.44,0.42,21.96,3,2,0.21,0.28,위험중립형
session_0849,user_149,M,7,chapter_4,5,7,0.12,33.32,0.35,0.23,0.27,0.31,0.27,0.24,28.0,2,2,0.31,0.31,적극투자형
session_0850,user_149,M,7,chapter_2,5,12,0.02,35.36,0.63,0.03,0.24,0.69,0.08,0.17,37.81,3,5,0.53,0.59,공격투자형
session_0851,user_149,M,7,chapter_3,1,4,0.7,10.37,0.01,0.75,0.06,0.1,0.91,0.17,13.8,1,0,0.03,0.07,안정형
session_0852,user_149,M,7,chapter_3,3,3,0.6,21.53,0.06,0.68,0.15,0.17,0.56,0.25,15.48,1,0,0.17,0.14,안정추구형
session_0853,user_149,M,7,chapter_1,4,8,0.33,20.71,0.29,0.33,0.34,0.22,0.45,0.45,23.04,2,2,0.24,0.3,위험중립형
session_0854,user_150,F,7,chapter_3,4,8,0.29,33.63,0.41,0.17,0.24,0.38,0.22,0.33,30.8,3,3,0.4,0.32,적극투자형
session_0855,user_150,F,7,chapter_4,5,10,0.08,33.46,0.74,0.08,0.13,0.6,0.06,0.11,34.65,4,3,0.45,0.58,공격투자형
session_0856,user_150,F,7,chapter_2,2,3,0.77,15.38,0.05,0.89,0.11,0.07,0.81,0.19,10.11,0,0,0.1,0.03,안정형
session_0857,user_150,F,7,chapter_3,3,4,0.66,20.69,0.14,0.61,0.2,0.14,0.63,0.29,15.21,2,0,0.18,0.18,안정추구형
session_0858,user_150,F,7,chapter_3,3,8,0.42,28.51,0.21,0.31,0.42,0.29,0.36,0.49,29.28,3,1,0.27,0.28,위험중립형
session_0859,user_150,F,7,chapter_3,5,10,0.1,30.56,0.5,0.27,0.37,0.48,0.1,0.36,30.43,3,3,0.37,0.31,적극투자형
session_0860,user_150,F,7,chapter_3,5,11,0.04,35.11,0.73,0.06,0.26,0.57,0.06,0.29,32.05,5,5,0.56,0.56,공격투자형
session_0861,user_150,F,7,chapter_1,2,1,0.78,18.12,0.03,0.72,0.13,0.07,0.71,0.11,14.39,1,0,0.08,0.05,안정형
session_0862,user_150,F,7,chapter_1,2,3,0.61,17.61,0.08,0.63,0.19,0.14,0.51,0.26,18.85,2,1,0.12,0.19,안정추구형
session_0863,user_150,F,7,chapter_1,3,5,0.36,26.5,0.15,0.31,0.33,0.26,0.37,0.34,20.48,3,1,0.28,0.27,위험중립형
session_0864,user_151,M,7,chapter_2,4,8,0.25,28.49,0.33,0.19,0.38,0.38,0.27,0.28,32.82,3,3,0.31,0.35,적극투자형
session_0865,user_151,M,7,chapter_4,6,10,0.09,39.5,0.75,0.0,0.19,0.61,0.01,0.27,38.88,2,3,0.44,0.49,공격투자형
session_0866,user_151,M,7,chapter_3,1,1,0.9,14.89,0.03,0.9,0.05,0.09,0.91,0.13,13.54,0,0,0.03,0.0,안정형
session_0867,user_151,M,7,chapter_1,2,3,0.68,18.79,0.11,0.68,0.17,0.15,0.51,0.29,22.72,1,0,0.19,0.15,안정추구형
session_0868,user_151,M,7,chapter_4,4,6,0.48,27.47,0.2,0.32,0.34,0.22,0.48,0.44,21.11,2,2,0.26,0.27,위험중립형
session_0869,user_151,M,7,chapter_4,5,9,0.23,30.38,0.36,0.14,0.4,0.44,0.29,0.21,34.63,2,2,0.4,0.38,적극투자형
session_0870,user_151,M,7,chapter_3,5,10,0.03,33.1,0.77,0.01,0.1,0.73,0.05,0.14,33.42,5,4,0.47,0.45,공격투자형
session_0871,user_151,M,7,chapter_2,1,4,0.86,19.73,0.03,0.71,0.08,0.07,0.8,0.16,14.15,1,0,0.05,0.03,안정형
session_0872,user_151,M,7,chapter_3,3,4,0.52,16.44,0.09,0.66,0.25,0.11,0.55,0.26,19.97,1,1,0.17,0.12,안정추구형
session_0873,user_152,M,7,chapter_2,3,6,0.33,24.88,0.25,0.34,0.46,0.22,0.46,0.47,28.27,2,1,0.22,0.3,위험중립형
session_0874,user_152,M,7,chapter_4,5,8,0.18,29.15,0.39,0.29,0.34,0.32,0.13,0.37,32.34,3,2,0.34,0.37,적극투자형
session_0875,user_152,M,7,chapter_4,5,12,0.03,33.15,0.7,0.02,0.18,0.56,0.01,0.26,32.75,5,5,0.55,0.43,공격투자형
session_0876,user_153,M,8,chapter_1,1,3,0.85,10.05,0.05,0.78,0.13,0.05,0.77,0.16,17.74,1,0,0.04,0.02,안정형
session_0877,user_154,F,9,chapter_2,3,2,0.58,19.94,0.13,0.66,0.16,0.13,0.54,0.23,22.7,2,1,0.2,0.14,안정추구형
session_0878,user_154,F,9,chapter_2,3,4,0.47,27.85,0.28,0.33,0.43,0.29,0.38,0.37,21.16,2,1,0.28,0.23,위험중립형
session_0879,user_154,F,9,chapter_2,4,8,0.24,33.02,0.48,0.18,0.37,0.4,0.27,0.29,25.95,2,3,0.38,0.32,적극투자형
session_0880,user_155,M,9,chapter_1,6,9,0.09,35.55,0.56,0.05,0.23,0.8,0.03,0.17,36.04,2,5,0.58,0.56,공격투자형
session_0881,user_155,M,9,chapter_3,2,3,0.92,12.38,0.03,0.81,0.1,0.08,0.71,0.16,14.76,0,0,0.04,0.1,안정형
session_0882,user_155,M,9,chapter_4,3,5,0.54,20.58,0.14,0.55,0.24,0.15,0.7,0.28,18.18,2,1,0.12,0.14,안정추구형
session_0883,user_155,M,9,chapter_4,4,6,0.39,26.02,0.22,0.47,0.36,0.21,0.33,0.36,26.26,3,2,0.29,0.22,위험중립형
session_0884,user_155,M,9,chapter_2,4,8,0.12,31.66,0.5,0.26,0.39,0.43,0.2,0.22,31.34,2,2,0.32,0.39,적극투자형
session_0885,user_155,M,9,chapter_2,6,8,0.02,34.62,0.51,0.09,0.14,0.8,0.01,0.18,33.01,5,4,0.42,0.56,공격투자형
session_0886,user_155,M,9,chapter_2,1,1,0.82,12.42,0.02,0.93,0.11,0.05,0.9,0.11,18.92,0,0,0.04,0.08,안정형
session_0887,user_156,F,8,chapter_4,2,4,0.52,21.96,0.06,0.57,0.25,0.17,0.65,0.22,20.88,2,1,0.13,0.16,안정추구형
session_0888,user_156,F,8,chapter_4,4,5,0.37,27.07,0.23,0.37,0.49,0.26,0.31,0.45,22.86,2,2,0.22,0.23,위험중립형
session_0889,user_156,F,8,chapter_1,4,8,0.22,27.58,0.37,0.15,0.35,0.43,0.24,0.31,30.54,2,2,0.39,0.39,적극투자형
session_0890,user_156,F,8,chapter_4,5,12,0.06,38.5,0.63,0.1,0.29,0.56,0.1,0.11,35.91,2,3,0.49,0.44,공격투자형
session_0891,user_156,F,8,chapter_1,1,1,0.91,10.4,0.01,0.9,0.09,0.07,0.85,0.14,10.95,1,0,0.0,0.1,안정형
session_0892,user_156,F,8,chapter_4,3,5,0.69,17.82,0.12,0.68,0.26,0.16,0.54,0.25,22.64,2,1,0.18,0.11,안정추구형
session_0893,user_156,F,8,chapter_1,3,7,0.44,26.22,0.24,0.37,0.42,0.26,0.45,0.5,24.71,2,2,0.26,0.23,위험중립형
session_0894,user_156,F,8,chapter_3,4,10,0.11,34.03,0.49,0.29,0.23,0.44,0.24,0.36,27.65,3,2,0.39,0.31,적극투자형
session_0895,user_157,M,8,chapter_1,5,11,0.04,35.21,0.6,0.07,0.1,0.78,0.04,0.17,35.22,4,3,0.45,0.55,공격투자형
session_0896,user_157,M,8,chapter_4,2,3,0.83,10.78,0.0,0.93,0.05,0.09,0.85,0.15,15.67,0,0,0.0,0.03,안정형
session_0897,user_157,M,8,chapter_3,3,2,0.57,20.21,0.06,0.62,0.3,0.11,0.68,0.28,20.89,1,0,0.2,0.14,안정추구형
session_0898,user_157,M,8,chapter_4,3,8,0.31,26.83,0.19,0.42,0.41,0.21,0.45,0.37,22.73,2,1,0.23,0.21,위험중립형
session_0899,user_158,M,7,chapter_2,5,8,0.16,25.14,0.49,0.13,0.24,0.42,0.13,0.36,33.47,4,3,0.37,0.3,적극투자형
session_0900,user_158,M,7,chapter_3,5,10,0.03,37.36,0.69,0.08,0.17,0.74,0.09,0.19,33.69,5,4,0.6,0.46,공격투자형
session_0901,user_159,M,9,chapter_2,2,1,0.86,13.59,0.02,0.73,0.09,0.08,0.89,0.12,10.12,1,0,0.09,0.1,안정형
session_0902,user_159,M,9,chapter_4,2,4,0.64,24.36,0.05,0.51,0.27,0.16,0.62,0.26,24.52,1,0,0.11,0.2,안정추구형
session_0903,user_159,M,9,chapter_2,3,5,0.47,28.3,0.27,0.34,0.34,0.21,0.46,0.44,29.94,2,2,0.23,0.24,위험중립형
